id,tenant_id,client_id,entry_type,amount,effective_date,balance_after,created_at,canonical_position
9b8b1da0-00eb-47d8-aa82-f6036a4058e1,348ce41c-1102-4295-bf6a-2ea0203c1036,364165f0-58ec-464c-bdc0-86f3e7a0c79b,payment,-15.00,2026-07-18,70.00,2026-07-18 11:49:26.86462+00,11
e7343642-c672-4549-9b01-05e38cffc0a6,348ce41c-1102-4295-bf6a-2ea0203c1036,364165f0-58ec-464c-bdc0-86f3e7a0c79b,invoice,230.00,2026-07-26,300.00,2026-07-26 11:12:59.621665+00,12
9cbbe45c-02cd-4b70-b075-792bfa0178ad,348ce41c-1102-4295-bf6a-2ea0203c1036,364165f0-58ec-464c-bdc0-86f3e7a0c79b,payment,-20.00,2026-07-26,280.00,2026-07-26 17:26:38.60266+00,13
a0011739-824a-4ef8-9286-c32c4b30e3d8,348ce41c-1102-4295-bf6a-2ea0203c1036,364165f0-58ec-464c-bdc0-86f3e7a0c79b,payment,-210.00,2026-07-26,70.00,2026-07-26 17:26:38.60266+00,14
04d874a8-f7ab-4472-a3c5-939c8c416a42,348ce41c-1102-4295-bf6a-2ea0203c1036,364165f0-58ec-464c-bdc0-86f3e7a0c79b,invoice,2700.00,2026-07-27,2770.00,2026-07-26 21:21:03.787586+00,15
1b76410e-146e-4d3f-9702-326b3c2aedb4,348ce41c-1102-4295-bf6a-2ea0203c1036,3e1f790b-ea8d-47dd-ac30-0f80b6415786,invoice,150.00,2026-02-05,150.00,2026-02-05 20:56:45.634306+00,1
938b39ea-8340-4734-b176-47c2b956ffdf,348ce41c-1102-4295-bf6a-2ea0203c1036,3e1f790b-ea8d-47dd-ac30-0f80b6415786,payment,-120.00,2026-02-05,30.00,2026-02-05 21:25:42.100566+00,2
d99c7b9a-9999-4ceb-9d2c-71a5468495e7,348ce41c-1102-4295-bf6a-2ea0203c1036,3e1f790b-ea8d-47dd-ac30-0f80b6415786,payment,-30.00,2026-02-06,0.00,2026-02-06 04:44:37.826724+00,3
52c41287-7eef-44dd-b586-ff471c31aa7a,348ce41c-1102-4295-bf6a-2ea0203c1036,3e1f790b-ea8d-47dd-ac30-0f80b6415786,invoice,350.00,2026-02-06,350.00,2026-02-06 21:14:16.306646+00,4
1147284a-2d17-49fb-960b-d6650d2a46b9,348ce41c-1102-4295-bf6a-2ea0203c1036,3e1f790b-ea8d-47dd-ac30-0f80b6415786,invoice,22.00,2026-07-25,372.00,2026-07-26 21:19:02.108745+00,5
8fd6b44d-4b09-4d49-9f67-f2f834f132e7,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,580.00,2026-01-30,580.00,2026-04-03 00:33:05.489627+00,1
8577a63e-6f1a-4f1f-9f24-0abe4a9ca71e,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,230.00,2026-02-01,810.00,2026-04-03 00:33:03.428645+00,2
aac917e5-731a-4300-8b51-e8681f5f3db3,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,payment,-150.00,2026-02-05,660.00,2026-02-05 20:41:59.592768+00,3
432b5a3f-aa95-4013-954f-226a2cbceaf4,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,payment,-10.00,2026-02-05,650.00,2026-02-05 20:41:59.915338+00,4
fba177ba-79f4-41f3-9d4a-feb3066e7010,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,150.00,2026-02-05,800.00,2026-02-05 20:59:06.01431+00,5
4f52c3ac-9b00-4c22-b6c6-a66bb3010874,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,150.00,2026-02-06,950.00,2026-02-06 04:15:37.721382+00,6
57896343-d307-4423-8eb2-b2572af95309,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,230.00,2026-02-06,1180.00,2026-02-06 04:39:32.850853+00,7
1c7eb5d2-2e86-4460-9c60-d30688464bdd,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,payment,-230.00,2026-02-06,950.00,2026-02-06 04:40:16.882023+00,8
650edda7-d099-4f79-b144-cbbecc99a747,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,payment,-150.00,2026-02-06,800.00,2026-02-06 04:40:57.217116+00,9
17e217fa-7970-4447-bdf2-ad19642f5605,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,payment,-150.00,2026-02-06,650.00,2026-02-06 04:42:14.722455+00,10
33b26a88-ce93-4fdb-b789-6b754a48f9b6,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,150.00,2026-02-07,800.00,2026-02-07 00:27:33.876173+00,11
bcc77591-af0c-4482-bced-7963dc141931,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,580.00,2026-02-07,1380.00,2026-02-07 01:08:09.131496+00,12
b8527f7d-ef22-48c3-ab7e-7164f7f93260,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,invoice,105.00,2026-02-20,1485.00,2026-02-20 01:00:49.227+00,13
43cdf7bf-0abd-46ed-a42d-b28918cf70dd,348ce41c-1102-4295-bf6a-2ea0203c1036,4461804b-d110-4e18-a5a3-bbc039f5b9f9,payment,-580.00,2026-04-03,905.00,2026-04-03 00:33:05.489627+00,14
e46401f3-0ffe-4c96-a30e-639c25393250,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,invoice,75.00,2026-02-08,75.00,2026-02-08 20:09:23.462769+00,1
3cd0f5ab-a45a-4393-9b11-811768a29cf1,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-10.00,2026-02-08,65.00,2026-02-08 20:13:05.730336+00,2
4f445239-9ce6-4b7a-b7c0-681347f94dfe,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-20.00,2026-02-08,45.00,2026-02-08 20:13:05.991216+00,3
61cfe843-7dab-4dde-a65c-3863abe1afae,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-45.00,2026-02-08,0.00,2026-02-08 20:20:19.955208+00,4
82dd5e6f-3293-4c7f-9655-08372646428b,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,invoice,150.00,2026-07-26,150.00,2026-07-26 10:56:54.426658+00,5
1bd6a1cd-0182-469c-83de-0fe83c6f7a1d,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-150.00,2026-07-26,0.00,2026-07-26 17:14:11.191915+00,6
a71e7f99-7b39-4efb-bc5c-da744d08352c,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,invoice,1669.35,2026-05-09,1669.35,2026-05-09 21:22:21.498081+00,1
774175c3-7d7f-46f4-91d7-3044247e9921,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,payment,-700.00,2026-05-09,969.35,2026-05-09 21:32:06.762842+00,2
72913983-51b6-435c-a50d-c58d3b8984fc,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,payment,-250.00,2026-05-09,719.35,2026-05-09 21:34:43.51787+00,3
971c54d7-1900-4624-af8c-44c8c0198f2f,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,invoice,950.00,2026-05-10,1669.35,2026-05-09 21:17:09.530382+00,4
902835c0-01ac-4006-a84f-0a821f002249,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,invoice,150.00,2026-01-31,150.00,2026-04-03 00:33:08.120988+00,1
521febce-9df8-4691-8acb-f631bdeb7741,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,invoice,150.00,2026-01-31,300.00,2026-04-03 00:33:10.212774+00,2
449d1078-3ad2-4182-ab22-5531046772d9,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-120.00,2026-02-06,180.00,2026-02-06 04:43:30.356376+00,3
2663b1d6-e39e-4f29-85ef-7e07972d40e6,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-30.00,2026-02-06,150.00,2026-02-06 04:43:30.682575+00,4
66e71c13-698e-4285-a031-4e414dcf8c21,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-110.00,2026-02-06,40.00,2026-02-06 04:45:10.23609+00,5
c58040a8-8cbd-4761-8a46-0fb0bef7bd88,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-40.00,2026-02-06,0.00,2026-02-06 04:45:29.289777+00,6
6bfc1523-00b3-428e-9f69-821047791484,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,500.00,2013-07-20,500.00,2026-07-19 21:26:49.344509+00,1
4ad9a252-00cc-4f47-8dc1-28e578435f07,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,500.00,2025-08-12,1000.00,2026-03-27 20:40:50.279799+00,2
36adc873-5dea-4943-b6f6-a382bcd7f312,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,200.00,2025-09-16,1200.00,2026-03-27 20:40:57.685896+00,3
ac9b564b-a4f6-46a7-b44f-3dbbea1a6b95,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,230.00,2026-03-13,1430.00,2026-03-14 10:12:40.975736+00,4
b7582789-a949-4329-b6d8-e03358200f0f,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,10000.00,2026-03-14,11430.00,2026-03-28 20:25:46.701463+00,5
09554b40-0851-4c24-bf8a-02a8e6df66ec,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,10000.00,2026-03-14,21430.00,2026-03-28 20:29:44.302528+00,6
b69e8d1a-f4e5-4840-a1e6-a3aa2aad781c,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,150.00,2026-03-27,21580.00,2026-03-27 20:40:45.546398+00,7
f884b81e-c2de-4f66-9e33-51573d243f5d,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,100.00,2026-03-27,21680.00,2026-03-27 22:09:42.802021+00,8
918aa4e6-ce00-447c-a9f9-5bf6b881370a,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,100.00,2026-03-27,21780.00,2026-03-27 22:09:46.608853+00,9
03e3eee7-d277-4d60-9550-518436f78ffe,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-95.00,2026-03-28,21685.00,2026-03-28 02:25:43.411068+00,10
15e30041-3f64-4fd1-acf9-1c337c4422c5,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,172.50,2026-03-28,21857.50,2026-03-28 13:33:48.098557+00,11
7a5c8710-3e9c-4b7b-a846-20a6b99fbcfd,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,1725.00,2026-03-28,23582.50,2026-03-28 16:35:24.531466+00,12
b2dabb21-fa75-4192-8eae-f3363c90128f,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,adjustment,-1725.00,2026-03-28,21857.50,2026-03-28 16:54:10.529349+00,13
28b12072-d3be-4044-9d79-013d07a9e248,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,5750.00,2026-03-28,27607.50,2026-03-28 22:08:06.109489+00,14
8cdab6b5-4e28-42e5-815b-08accec47c7c,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,5750.00,2026-03-28,33357.50,2026-03-28 22:08:15.585799+00,15
ad96b9b5-21e4-4525-b0b6-349412c2efcb,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,5750.00,2026-03-30,39107.50,2026-03-30 17:42:14.311261+00,16
acf33513-e67f-41d8-bccd-f724b12537be,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,106375.00,2026-03-30,145482.50,2026-03-30 17:51:08.046412+00,17
b3e6f31e-bed9-4139-af0b-74b0e11f2206,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,adjustment,-10000.00,2026-04-03,135482.50,2026-04-03 00:31:46.328085+00,18
92c69b2c-5733-41ce-9221-b100316bca5c,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,adjustment,-5750.00,2026-04-03,129732.50,2026-04-03 00:31:48.549187+00,19
b15c46a4-baf3-4779-9b23-45badbc7e12e,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,15322.58,2026-06-05,145055.08,2026-06-05 22:31:15.585958+00,20
df4629d5-0da2-43f7-a846-4378fc227ecc,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-15322.58,2026-06-05,129732.50,2026-06-05 22:31:35.285851+00,21
891ba41b-51f5-475e-b7e0-8276d2316bf7,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,20.00,2026-07-23,129752.50,2026-07-22 23:17:41.692495+00,22
f360c741-c0b2-4cc4-946f-cd8e77bf925d,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,650.00,2026-07-23,130402.50,2026-07-23 13:40:06.879723+00,23
1f4e281b-d6d0-4e18-a80c-bc8b1054adc6,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,345.00,2026-07-23,130747.50,2026-07-26 17:14:47.311192+00,24
0e8a2a9c-2960-4e6b-ae7e-d2e51265b249,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,300.00,2026-07-23,131047.50,2026-07-26 23:37:13.994468+00,25
b20609a3-2bf0-490b-9c69-556a0b35d2e0,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,1495.00,2026-07-24,132542.50,2026-07-27 03:53:40.671041+00,26
0aa4521c-8368-4154-b33f-9c3792af84eb,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-145.00,2026-07-26,132397.50,2026-07-26 17:15:15.374709+00,27
50d40024-40b3-449c-9852-a5eb4659e038,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-200.00,2026-07-26,132197.50,2026-07-26 17:15:15.374709+00,28
29f54e9f-4d14-42e5-a371-de5754e099d5,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-250.00,2026-07-26,131947.50,2026-07-26 20:23:50.621409+00,29
becd1ed1-f9b6-45ae-a9a0-f08f61fe5216,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-300.00,2026-07-26,131647.50,2026-07-26 20:23:50.621409+00,30
3c2686a5-7bfa-4ec2-87fe-6d6eea3b6c00,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-100.00,2026-07-27,131547.50,2026-07-26 21:10:08.887724+00,31
70f287a2-84f4-4b73-bceb-35e8ac82c0b0,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,345.00,2026-07-27,131892.50,2026-07-27 01:55:42.056937+00,32
0cfafc32-1405-4ab2-a56f-1ad7aa469cd5,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-110.00,2026-07-27,131782.50,2026-07-27 01:56:55.099744+00,33
48932727-1942-4506-ac6d-c02adf0d4260,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-230.00,2026-07-27,131552.50,2026-07-27 01:56:55.099744+00,34
bb3726b4-1d9c-4404-9654-2cb07bc1aba0,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,1092.50,2026-07-27,132645.00,2026-07-27 02:00:29.907517+00,35
60786fa9-fc26-4292-8db7-1306fe82784f,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-160.00,2026-07-27,132485.00,2026-07-27 02:01:56.016962+00,36
a204aef6-15ff-4794-9e4e-f89b995c98e9,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-500.00,2026-07-27,131985.00,2026-07-27 02:01:56.016962+00,37
