id,tenant_id,client_id,entry_type,amount,effective_date,balance_after,created_at
e46401f3-0ffe-4c96-a30e-639c25393250,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,invoice,75.00,2026-02-08,75.00,2026-02-08 20:09:23.462769+00
3cd0f5ab-a45a-4393-9b11-811768a29cf1,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-10.00,,65.00,2026-02-08 20:13:05.730336+00
4f445239-9ce6-4b7a-b7c0-681347f94dfe,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-20.00,,45.00,2026-02-08 20:13:05.991216+00
61cfe843-7dab-4dde-a65c-3863abe1afae,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-45.00,,0.00,2026-02-08 20:20:19.955208+00
82dd5e6f-3293-4c7f-9655-08372646428b,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,invoice,150.00,2026-07-26,225.00,2026-07-26 10:56:54.426658+00
1bd6a1cd-0182-469c-83de-0fe83c6f7a1d,348ce41c-1102-4295-bf6a-2ea0203c1036,a0705f81-ec7c-4ccd-881b-42395cd4bf1d,payment,-150.00,2026-07-26,75.00,2026-07-26 17:14:11.191915+00
971c54d7-1900-4624-af8c-44c8c0198f2f,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,invoice,950.00,2026-05-10,950.00,2026-05-09 21:17:09.530382+00
a71e7f99-7b39-4efb-bc5c-da744d08352c,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,invoice,1669.35,2026-05-09,2619.35,2026-05-09 21:22:21.498081+00
774175c3-7d7f-46f4-91d7-3044247e9921,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,payment,-700.00,,1919.35,2026-05-09 21:32:06.762842+00
72913983-51b6-435c-a50d-c58d3b8984fc,8951ac1a-2940-4e93-9a62-95e47f110cba,a279407b-55ec-478b-b8ba-de4459df986f,payment,-250.00,,1669.35,2026-05-09 21:34:43.51787+00
449d1078-3ad2-4182-ab22-5531046772d9,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-120.00,,-120.00,2026-02-06 04:43:30.356376+00
2663b1d6-e39e-4f29-85ef-7e07972d40e6,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-30.00,,-150.00,2026-02-06 04:43:30.682575+00
66e71c13-698e-4285-a031-4e414dcf8c21,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-110.00,,-260.00,2026-02-06 04:45:10.23609+00
c58040a8-8cbd-4761-8a46-0fb0bef7bd88,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,payment,-40.00,,-300.00,2026-02-06 04:45:29.289777+00
902835c0-01ac-4006-a84f-0a821f002249,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,invoice,150.00,2026-01-31,-150.00,2026-04-03 00:33:08.120988+00
521febce-9df8-4691-8acb-f631bdeb7741,348ce41c-1102-4295-bf6a-2ea0203c1036,a3165b28-7b3e-414d-adae-944673e482a7,invoice,150.00,2026-01-31,0.00,2026-04-03 00:33:10.212774+00
ac9b564b-a4f6-46a7-b44f-3dbbea1a6b95,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,230.00,2026-03-13,1430.00,2026-03-14 10:12:40.975736+00
b69e8d1a-f4e5-4840-a1e6-a3aa2aad781c,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,150.00,2026-03-27,21580.00,2026-03-27 20:40:45.546398+00
4ad9a252-00cc-4f47-8dc1-28e578435f07,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,500.00,2025-08-12,1000.00,2026-03-27 20:40:50.279799+00
36adc873-5dea-4943-b6f6-a382bcd7f312,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,200.00,2025-09-16,1200.00,2026-03-27 20:40:57.685896+00
f884b81e-c2de-4f66-9e33-51573d243f5d,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,100.00,2026-03-27,21680.00,2026-03-27 22:09:42.802021+00
918aa4e6-ce00-447c-a9f9-5bf6b881370a,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,100.00,2026-03-27,21780.00,2026-03-27 22:09:46.608853+00
03e3eee7-d277-4d60-9550-518436f78ffe,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-95.00,,164782.58,2026-03-28 02:25:43.411068+00
15e30041-3f64-4fd1-acf9-1c337c4422c5,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,172.50,2026-03-28,21952.50,2026-03-28 13:33:48.098557+00
7a5c8710-3e9c-4b7b-a846-20a6b99fbcfd,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,1725.00,2026-03-28,23677.50,2026-03-28 16:35:24.531466+00
b2dabb21-fa75-4192-8eae-f3363c90128f,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,adjustment,-1725.00,,163057.58,2026-03-28 16:54:10.529349+00
b7582789-a949-4329-b6d8-e03358200f0f,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,10000.00,2026-03-14,11430.00,2026-03-28 20:25:46.701463+00
09554b40-0851-4c24-bf8a-02a8e6df66ec,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,10000.00,2026-03-14,21430.00,2026-03-28 20:29:44.302528+00
28b12072-d3be-4044-9d79-013d07a9e248,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,5750.00,2026-03-28,29427.50,2026-03-28 22:08:06.109489+00
8cdab6b5-4e28-42e5-815b-08accec47c7c,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,5750.00,2026-03-28,35177.50,2026-03-28 22:08:15.585799+00
ad96b9b5-21e4-4525-b0b6-349412c2efcb,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,5750.00,2026-03-30,40927.50,2026-03-30 17:42:14.311261+00
acf33513-e67f-41d8-bccd-f724b12537be,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,106375.00,2026-03-30,147302.50,2026-03-30 17:51:08.046412+00
b3e6f31e-bed9-4139-af0b-74b0e11f2206,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,adjustment,-10000.00,,153057.58,2026-04-03 00:31:46.328085+00
92c69b2c-5733-41ce-9221-b100316bca5c,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,adjustment,-5750.00,,147307.58,2026-04-03 00:31:48.549187+00
b15c46a4-baf3-4779-9b23-45badbc7e12e,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,15322.58,2026-06-05,162625.08,2026-06-05 22:31:15.585958+00
df4629d5-0da2-43f7-a846-4378fc227ecc,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-15322.58,,131985.00,2026-06-05 22:31:35.285851+00
6bfc1523-00b3-428e-9f69-821047791484,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,500.00,2013-07-20,500.00,2026-07-19 21:26:49.344509+00
891ba41b-51f5-475e-b7e0-8276d2316bf7,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,20.00,2026-07-23,162645.08,2026-07-22 23:17:41.692495+00
f360c741-c0b2-4cc4-946f-cd8e77bf925d,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,650.00,2026-07-23,163295.08,2026-07-23 13:40:06.879723+00
1f4e281b-d6d0-4e18-a80c-bc8b1054adc6,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,345.00,2026-07-23,163640.08,2026-07-26 17:14:47.311192+00
50d40024-40b3-449c-9852-a5eb4659e038,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-200.00,2026-07-26,165090.08,2026-07-26 17:15:15.374709+00
0aa4521c-8368-4154-b33f-9c3792af84eb,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-145.00,2026-07-26,165290.08,2026-07-26 17:15:15.374709+00
29f54e9f-4d14-42e5-a371-de5754e099d5,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-250.00,2026-07-26,164840.08,2026-07-26 20:23:50.621409+00
becd1ed1-f9b6-45ae-a9a0-f08f61fe5216,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-300.00,2026-07-26,164540.08,2026-07-26 20:23:50.621409+00
3c2686a5-7bfa-4ec2-87fe-6d6eea3b6c00,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-100.00,2026-07-27,164440.08,2026-07-26 21:10:08.887724+00
0e8a2a9c-2960-4e6b-ae7e-d2e51265b249,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,300.00,2026-07-23,163940.08,2026-07-26 23:37:13.994468+00
70f287a2-84f4-4b73-bceb-35e8ac82c0b0,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,345.00,2026-07-27,164785.08,2026-07-27 01:55:42.056937+00
48932727-1942-4506-ac6d-c02adf0d4260,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-230.00,2026-07-27,164445.08,2026-07-27 01:56:55.099744+00
0cfafc32-1405-4ab2-a56f-1ad7aa469cd5,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-110.00,2026-07-27,164675.08,2026-07-27 01:56:55.099744+00
bb3726b4-1d9c-4404-9654-2cb07bc1aba0,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,1092.50,2026-07-27,165537.58,2026-07-27 02:00:29.907517+00
60786fa9-fc26-4292-8db7-1306fe82784f,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-160.00,2026-07-27,165377.58,2026-07-27 02:01:56.016962+00
a204aef6-15ff-4794-9e4e-f89b995c98e9,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,payment,-500.00,2026-07-27,164877.58,2026-07-27 02:01:56.016962+00
b20609a3-2bf0-490b-9c69-556a0b35d2e0,145f2128-83ca-4ba8-85b5-8ade245c5530,f225ffb7-2eb1-4346-a949-882992d6f630,invoice,1495.00,2026-07-24,165435.08,2026-07-27 03:53:40.671041+00
